repo	relpath	n_constructs	constructs
accessibility-everywhere	tools/cli/src/Cli.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/cli/src/Index.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/github-action/src/Action.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/github-action/src/Index.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/monitoring-api/src/Externs.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/monitoring-api/src/Server.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/core/src/Arangodb.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/core/src/Index.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/scanner/src/Index.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/scanner/src/Scanner.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/stale/components/react/src/Button.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/stale/components/react/src/Externs.affine	0	<no-RS-construct:non-RS-drift>
accessibility-everywhere	tools/stale/packages/stale/components/react/src/Index.affine	0	<no-RS-construct:non-RS-drift>
aerie	src/ui/tea/aerie_gui.affine	0	<no-RS-construct:non-RS-drift>
affinescript	affinescript-deno-test/example/codegen_regression_test.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/001_unclosed_brace.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/002_unclosed_string.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/003_bad_number.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/004_unexpected_token.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/005_missing_arrow.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/006_bad_operator.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/007_incomplete_effect.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/008_mismatched_parens.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/009_reserved_keyword.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/invalid/012_trailing_comma.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/valid/006_type_alias.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/valid/007_struct_def.affine	0	<no-RS-construct:non-RS-drift>
affinescript	conformance/valid/012_ownership.affine	0	<no-RS-construct:non-RS-drift>
affinescript	docs/guides/warmup/01_basics.affine	0	<no-RS-construct:non-RS-drift>
affinescript	docs/guides/warmup/02_ownership.affine	1	mutable-field
affinescript	docs/guides/warmup/03_effects.affine	0	<no-RS-construct:non-RS-drift>
affinescript	docs/guides/warmup/04_rows.affine	0	<no-RS-construct:non-RS-drift>
affinescript	examples/lessons/01_hello.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/physics_example.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render_final.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render_simple.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render_step2.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render_step2_fixed.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/road_render_working.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/simple_test.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/test_config.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/test_exact.affine	0	<no-RS-construct:non-RS-drift>
affinescript	road-skate/test_projection.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/bug_001_omega_let_smuggles_linear.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/bug_001_sugar_form.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/cmd_dropped.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/cross_caller_drop.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/cross_caller_dup.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/cross_caller_ok.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/cross_const_caller.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/linear_arrow_violation.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/pattern_match.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/e2e/fixtures/trait_impl_missing_method.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/golden/binary_ops.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/golden/imports.affine	0	<no-RS-construct:non-RS-drift>
affinescript	test/golden/patterns.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/borrow/simple_move_test.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/borrow/test_immutable_assign_error.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/borrow/test_move.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/borrow/test_move_after_use.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/borrow/use_after_move.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/arithmetic/add.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/arithmetic/divide.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/arithmetic/modulo.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/arithmetic/multiply.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/arithmetic/subtract.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/collection/contains.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/collection/filter.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/collection/fold.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/collection/map.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/equal.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/greater_equal.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/greater_than.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/less_equal.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/less_than.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/comparison/not_equal.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/conditional/if_then_else.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/logical/and.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/logical/not.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/logical/or.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/run_all.affine	1	import-as
affinescript	tests/conformance/string/concat.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/string/length.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/conformance/string/substring.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/modules/test_import.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/modules/test_math_functions.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/parser/unsafe_all.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/parser/unsafe_ops.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/scratch/test_spread.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/scratch/test_spread2.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/scratch/test_spread3.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_dependent_e2e.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_dependent_parsing.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_generic_programming.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_hkt_parsing.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_kind_checking.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_row_polymorphism.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_row_simple.affine	0	<no-RS-construct:non-RS-drift>
affinescript	tests/types/test_traits.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_clean.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_complete.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_complete_temp.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_complete_v2.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_complete_working.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_enhanced.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_final.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_final_working.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_hybrid.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_incremental.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_incremental_temp.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_step1.affine	0	<no-RS-construct:non-RS-drift>
airborne-submarine-squadron	archive/src/main_working.affine	0	<no-RS-construct:non-RS-drift>
ambientops	gui/src/tea/ambientops_gui.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/001_unclosed_brace.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/002_unclosed_string.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/003_bad_number.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/004_unexpected_token.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/005_missing_arrow.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/006_bad_operator.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/007_incomplete_effect.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/008_mismatched_parens.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/009_reserved_keyword.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/invalid/012_trailing_comma.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/valid/006_type_alias.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/valid/007_struct_def.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/valid/011_rows.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/conformance/valid/012_ownership.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/docs/guides/warmup/01_basics.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/docs/guides/warmup/02_ownership.affine	1	mutable-field
bofj-kitt	affinescript/docs/guides/warmup/03_effects.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/docs/guides/warmup/04_rows.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/examples/comprehensive_test.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/examples/lessons/01_hello.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/examples/rows.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/examples/typecheck_complete_test.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/Core.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/collections.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/effects.affine	1	mutable-field
bofj-kitt	affinescript/stdlib/io.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/math.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/option.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/prelude.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/result.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/string.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/testing.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/stdlib/traits.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/bug_001_omega_let_smuggles_linear.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/bug_001_sugar_form.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/cmd_dropped.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/counter.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/full_pipeline.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/linear_arrow_violation.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/pattern_match.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/row_polymorphism.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/titlescreen.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/trait_impl_missing_method.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/e2e/fixtures/type_decls.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/golden/binary_ops.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/golden/imports.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/golden/patterns.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test/golden/rows.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test_spread.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test_spread2.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/test_spread3.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/borrow/simple_move_test.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/borrow/test_immutable_assign_error.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/borrow/test_move.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/borrow/test_move_after_use.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/borrow/use_after_move.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_opt_if_fold.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_pattern_record.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_record_multi_field.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_record_multiple.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_record_simple.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_string_diff.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_string_eq.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/codegen/test_tuple_record_array.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/arithmetic/add.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/arithmetic/divide.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/arithmetic/modulo.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/arithmetic/multiply.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/arithmetic/subtract.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/collection/contains.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/collection/filter.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/collection/fold.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/collection/map.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/equal.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/greater_equal.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/greater_than.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/less_equal.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/less_than.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/comparison/not_equal.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/conditional/if_then_else.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/logical/and.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/logical/not.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/logical/or.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/run_all.affine	1	import-as
bofj-kitt	affinescript/tests/conformance/string/concat.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/string/length.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/conformance/string/substring.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/modules/test_import.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/modules/test_math_functions.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/parser/unsafe_all.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/parser/unsafe_ops.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_dependent_e2e.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_dependent_parsing.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_generic_programming.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_hkt_parsing.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_kind_checking.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_row_polymorphism.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_row_simple.affine	0	<no-RS-construct:non-RS-drift>
bofj-kitt	affinescript/tests/types/test_traits.affine	0	<no-RS-construct:non-RS-drift>
burble	admin/src/App.affine	1	rs-generic<>
burble	admin/src/BurbleCmd.affine	1	rs-generic<>
burble	admin/src/Capabilities.affine	1	rs-generic<>
burble	admin/src/Model.affine	2	array<T>,rs-generic<>
burble	admin/src/Msg.affine	1	rs-generic<>
burble	admin/src/RuntimeBridge.affine	2	rs-generic<>,%%raw
burble	client/lib/src/BurbleClient.affine	7	array<T>,rs-generic<>,Dict.t,mutable-field,type-rec,labelled-(~x),JSON.t
burble	client/lib/src/BurbleLOL.affine	2	rs-generic<>,rs-stdlib
burble	client/lib/src/BurbleProfile.affine	0	<no-RS-construct:non-RS-drift>
burble	client/lib/src/BurbleSignaling.affine	3	rs-generic<>,mutable-field,JSON.t
burble	client/lib/src/BurbleSpatial.affine	3	rs-generic<>,Dict.t,mutable-field
burble	client/lib/src/BurbleVoice.affine	4	array<T>,rs-generic<>,mutable-field,JSON.t
burble	client/lib/src/extensions/IDApTIKVoice.affine	3	rs-generic<>,mutable-field,labelled-(~x)
burble	client/lib/src/extensions/PanLLVoice.affine	2	rs-generic<>,mutable-field
burble	client/web/src/Audio.affine	2	open-Mod,rs-stdlib
burble	client/web/src/Bindings.affine	0	<no-RS-construct:non-RS-drift>
burble	client/web/src/Main.affine	2	open-Mod,%%raw
burble	client/web/src/Room.affine	1	array<T>
burble	client/web/src/Signaling.affine	1	open-Mod
burble	client/web/src/WebRTC.affine	2	array<T>,rs-generic<>
burble	client/web/src/app/App.affine	5	array<T>,rs-generic<>,mutable-field,%%raw,labelled-(~x)
burble	client/web/src/app/Routes.affine	0	<no-RS-construct:non-RS-drift>
burble	client/web/src/app/auth/AuthState.affine	3	rs-generic<>,mutable-field,type-rec
burble	client/web/src/app/diagnostics/SelfTestPanel.affine	4	array<T>,rs-generic<>,mutable-field,%%raw
burble	client/web/src/app/rooms/RoomList.affine	6	array<T>,rs-generic<>,mutable-field,%%raw,labelled-(~x),JSON.t
burble	client/web/src/app/rooms/RoomState.affine	5	array<T>,rs-generic<>,Dict.t,mutable-field,labelled-(~x)
burble	client/web/src/app/setup/SetupWizard.affine	5	array<T>,rs-generic<>,mutable-field,%%raw,labelled-(~x)
burble	client/web/src/app/text/TextChat.affine	7	array<T>,rs-generic<>,Dict.t,mutable-field,%%raw,labelled-(~x),JSON.t
burble	client/web/src/app/voice/AudioPipeline.affine	5	array<T>,rs-generic<>,mutable-field,%%raw,labelled-(~x)
burble	client/web/src/app/voice/E2EE.affine	6	array<T>,rs-generic<>,mutable-field,type-rec,%%raw,labelled-(~x)
burble	client/web/src/app/voice/ScreenShare.affine	5	array<T>,rs-generic<>,mutable-field,%%raw,labelled-(~x)
burble	client/web/src/app/voice/VoiceControls.affine	4	array<T>,rs-generic<>,mutable-field,%%raw
burble	client/web/src/app/voice/VoiceEngine.affine	7	array<T>,rs-generic<>,Dict.t,mutable-field,%%raw,labelled-(~x),JSON.t
burble	client/web/src/bindings/PhoenixSocket.affine	3	array<T>,labelled-(~x),JSON.t
burble	examples/SafeDOMExample.affine	1	open-Mod
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/001_unclosed_brace.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/002_unclosed_string.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/003_bad_number.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/004_unexpected_token.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/005_missing_arrow.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/006_bad_operator.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/007_incomplete_effect.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/008_mismatched_parens.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/009_reserved_keyword.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/invalid/012_trailing_comma.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/valid/006_type_alias.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/valid/007_struct_def.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/valid/011_rows.affine	0	<no-RS-construct:non-RS-drift>
developer-ecosystem	affinescript-ecosystem/rattlescript/affinescript/conformance/valid/012_ownership.affine	0	<no-RS-construct:non-RS-drift>
