repo	relpath	n_constructs	constructs
standards	avow-protocol/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/CreatePagesProjects.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/DeployAllProjects.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/DeployDeno.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/DeployDirect.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/GenerateProof.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/scripts/SetupDomains.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/Mod.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/Mod_test.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/ProvenResult.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/ProvenResult_test.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/ProvenSafeUrl.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/bindings/Deno_Api.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/bindings/Deno_Std_Fs.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/bindings/Deno_Std_Path.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/src/bindings/Fetch_Api.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/telegram-bot/avow-telegram-bot/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/telegram-bot/avow-telegram-bot/src/bot.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/telegram-bot/avow-telegram-bot/src/grammy.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/telegram-bot/avow-telegram-bot/src/sqlite.affine	0	<no-RS-construct:non-RS-drift>
standards	avow-protocol/telegram-bot/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/axel_sts_demo.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/src/AxelApp.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/src/AxelSts.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/src/ProvenResult.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/src/ProvenSafeUrl.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/src/Tea.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/test/axel-sts_test.affine	0	<no-RS-construct:non-RS-drift>
standards	axel-protocol/test/validate-policy.affine	0	<no-RS-construct:non-RS-drift>
standards	consent-aware-http/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	consent-aware-http/src/Aibdp.affine	0	<no-RS-construct:non-RS-drift>
standards	consent-aware-http/src/Express.affine	0	<no-RS-construct:non-RS-drift>
standards	consent-aware-http/src/Node.affine	0	<no-RS-construct:non-RS-drift>
standards	ecosystem-a2ml/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/actions/validate/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/deno/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/deno/src/K9.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/deno/src/K9_Parser.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/deno/src/K9_Renderer.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/deno/src/K9_Types.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/haskell/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/bindings/rust/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/editors/vscode/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	self-validating/pandoc/examples/SafeDOMExample.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/Lang1000.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/api/DigitalBiblePlatform.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/BibleCloud.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/BibleCom.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/Crawler.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/EBible.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/FindBible.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/crawlers/PngScriptures.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/cyc/OpenCyc.affine	1	List(X)
standards	lol/src/utils/Http.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/utils/Iso639.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/utils/Statistics.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/verisimdb/CorpusAnalyzer.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/verisimdb/Export.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/src/verisimdb/VeriSimDB.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/test/Lang1000_test.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/test/Vitest.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/test/crawlers/Crawler_test.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/test/utils/Iso639_test.affine	0	<no-RS-construct:non-RS-drift>
standards	lol/test/utils/Statistics_test.affine	0	<no-RS-construct:non-RS-drift>
standards	panll-panels/src/ComplianceMonitor.affine	0	<no-RS-construct:non-RS-drift>
standards	panll-panels/src/CrgDashboard.affine	0	<no-RS-construct:non-RS-drift>
standards	panll-panels/src/ProofHub.affine	0	<no-RS-construct:non-RS-drift>
standards	panll-panels/src/VcldbClient.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/BlueAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/GreenAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/IndigoAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/OrangeAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/RedAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/VioletAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/agents/YellowAgent.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/cccp/satellites/nextgen-languages/7-tentacles/tools/RevealSystem.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/consent-aware-http/src/Aibdp.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/consent-aware-http/src/Express.affine	0	<no-RS-construct:non-RS-drift>
standards	rhodium-standard-repositories/satellites/consent-aware-http/src/Node.affine	0	<no-RS-construct:non-RS-drift>
standards	session-management-standards/src/ui/tea/system_update_gui.affine	1	List(X)
stapeln	container-stack/svalinn/src/Main.affine	0	<no-RS-construct:non-RS-drift>
stapeln	container-stack/svalinn/src/auth/AuthTypes.affine	1	rs-stdlib
stapeln	container-stack/svalinn/src/auth/Authz.affine	0	<no-RS-construct:non-RS-drift>
stapeln	container-stack/svalinn/src/gateway/GatewayTypes.affine	0	<no-RS-construct:non-RS-drift>
stapeln	container-stack/svalinn/src/gateway/Metrics.affine	1	mutable-field
stapeln	container-stack/svalinn/src/gateway/SecurityHeaders.affine	0	<no-RS-construct:non-RS-drift>
stapeln	container-stack/svalinn/src/host/Json.affine	0	<no-RS-construct:non-RS-drift>
stapeln	container-stack/svalinn/src/policy/PolicyEngine.affine	1	rs-stdlib
stapeln	container-stack/svalinn/src/vordr/Client.affine	0	<no-RS-construct:non-RS-drift>
tma-mark2	src/main.affine	0	<no-RS-construct:non-RS-drift>
ubicity	src/storage.affine	0	<no-RS-construct:non-RS-drift>
